ItemName,ItemPrice,Currency,Category,Vendor,Station,FuelPrice,System,slug
Int T02-V016-11.25-0.05,1126.85,credits,Medical,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,strong-intelligence-stim-v23016
Soc T02-V008-14.06-0.075,1145.20,credits,Medical,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,standard-social-stim-v3-2-008
Str T02-V001-11.25-0.05,1126.85,credits,Medical,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,strong-strength-stim-v23001
"""Muscle Pump"" Paste, tier 2",117.04,credits,Food,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,muscle-pump-paste-tier-2
"""Muscle Pump"" Paste, tier 3",227.20,credits,Food,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,muscle-pump-paste-tier-3
"""Tireless"" Tonic, tier 2",98.68,credits,Food,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,tireless-tonic-tier-2
"""Tireless"" Tonic, tier 3",204.25,credits,Food,Billy Bob's T'riffic Trades,The Ghost of Mali,860.6,Alpha Centauri,tireless-tonic-tier-3
Angry Mouse,4736.85,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,angry-mouse
Athens-500,1295,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,athens-500
Big Top,3000.62,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,big-top
Biohazard,930.40,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,biohazard
CarbonXI,2189,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,carbonxi
Crop DusterV2,3053.64,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,crop-dusterv2
Deep Burn,1688.51,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,deep-burn
Dissident Disclaimer,6014.50,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,dissident-disclaimer
Dissident Disincliner,6027.75,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,dissident-disincliner
Dur-Zip-Zap,5023.12,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,dur-zip-zap
Ear Piercer,522.19,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,ear-piercer
Goram,1290,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,goram
Holistic Handcannon,6091.37,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,holistic-handcannon
Ice Maven’s Marvel,3392.93,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,ice-mavens-marvel
Joanna,722,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,joanna
Jolttooth,1797.19,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,jolttooth
Killing Moon,3011.22,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,killing-moon
Killjoy,722,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,killjoy
Mama's Pride,511.59,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,mamas-pride
Needler Class Combat Rifle,17492.13,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,needler-class-combat-rifle
Needler Class Hand Cannon,12805.65,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,needler-class-hand-cannon
Needler Class Tactical Shotgun,17380.80,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,needler-class-tactical-shotgun
Old Sword,1956.24,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,old-sword
Plankwalker,2006.60,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,plankwalker
Predication,4599.01,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,predication
Real Red Refusé,1871.41,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,real-red-refuse
Red Dwarf,516.89,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,red-dwarf
"Remember Me, Sally",1882.01,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,remember-me-sally
Simple Manriki,1648.75,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,simple-manriki
Sloane 6000,723,bonds,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,sloane-6000
Spark Charge,249.17,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,spark-charge
Spark-Style Igniter,241.22,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,spark-style-igniter
Standard Energy Frame,275.68,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,standard-energy-frame
Static Shot,943.66,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,static-shot
Suppression,938.36,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,suppression
Tenderizer,2038.41,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,tenderizer
The D.D.D,4938.30,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,the-ddd
Trusty Hand,3064.24,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,trusty-field-hand
Électrique La Vie,1813.10,credits,Weapon,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,electrique-la-vie
Banded Leather Trench,2003.95,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,banded-leather-trench
Blooded Chrome Battle Armor,6361.74,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,blooded-chrome-battle-armor
Breathe Easy Series: Razorproof Model,6385.60,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,breathe-easy-series-razorproof-model
Deathwalker Armor,3459.20,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,deathwalker-armor
HoS Leather Jacket,1704.42,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,hos-leather-jacket
Hooded Strix Armor,7191.42,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,hooded-strix-armor
Lampyridae Armor,1818.40,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,lampyridae-armor
Patelloida Plated Body Armor,1982.74,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,patelloida-plated-body-armor
Ruins Diving Suit,1646.10,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,ruins-diving-suit
Tempest Tamer Collection Hazard Suit,10966.05,credits,Armor,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,tempest-tamer-collection-hazard-suit
VIP Pack - 3 days,290,bonds,VIP,House of Spartacus,The Ghost of Mali,860.6,Alpha Centauri,vip-3
ENT-SMG,4794.71,credits,Weapon,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,ent-smg
Homemade Machete,4961.82,credits,Weapon,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,homemade-machete
Maulstick,2930.81,credits,Weapon,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,maulstick
Plankwalker,3243.61,credits,Weapon,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,plankwalker
Taungoo Brick,2780.85,credits,Weapon,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,taungoo-brick
Anti-Energy Flak Jacket,3239.32,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,2922.24,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,4850.41,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kataginu
Anti-Energy Plate Armor,2879.40,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-plate-armor
Anti-Energy Saree,2977.95,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-saree
Chain-Backed Scale Mail,3312.16,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,chain-backed-scale-mail
Gaule Heavy Combat Suit,1302,bonds,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,gaule-heavy-combat-suit
Patelloida Plate,2900.82,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,patelloida-plate
Reinforced Dress Coat,2729.43,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,reinforced-dress-coat
Thick Plate Armor,3033.65,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,thick-plate-armor
Worn Composite Armor,4923.25,credits,Armor,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,worn-composite-armor
VIP Pack - 3 days,290,bonds,VIP,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,vip-3
Agi T02-V002-11.25-0.05,2103.84,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,strong-agility-stim-v23002
Civ T02-V009-7.20x2-0.1,2142.41,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v2-1-009
Civ T02-V014-4.80x3-0.1,2142.41,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v21014
Civ T02-V017-7.88x2-0.05,2155.26,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,strong-multi-stim-v2-3-017
Civ T02-V025-4.80x3-0.075,2142.41,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-025
Int T02-V016-14.06-0.075,2138.12,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,standard-intelligence-stim-v3-2-016
Soc T02-V008-13.12-0.1,2125.27,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,minor-social-stim-v3-1-008
Soc T02-V008-9.75-0.05,2086.71,credits,Medical,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,strong-social-stim-v13008
"""Quick feet"" Soda, tier 2",184.25,credits,Food,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,quick-feet-soda-tier-2
"""Quick feet"" Soda, tier 3",381.35,credits,Food,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,quick-feet-soda-tier-3
"""Smooth Talker"" Snack, tier 2",218.53,credits,Food,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,smooth-talker-snack-tier-2
"""Smooth Talker"" Snack, tier 3",424.20,credits,Food,Odds and Ends,Spirit of Botswana,1606.8,Alpha Centauri,smooth-talker-snack-tier-3
Bagh Naka,2875.11,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,bagh-naka
Consortium Stun Baton,3033.65,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,consortium-stun-baton
Filament Knuckle Wrap,3179.33,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,filament-knuckle-wrap
Old Shotgun,2686.58,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,old-shotgun
Taungoo Vajra,1538.25,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,taungoo-vajra
Traveler's Maul,3127.92,credits,Weapon,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,travelers-maul
Anti-Energy Flak Jacket,3239.32,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,2922.24,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,4850.41,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kataginu
Anti-Energy Plate Armor,2879.40,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-plate-armor
Anti-Energy Saree,2977.95,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-saree
Gaule Heavy Combat Suit,1302,bonds,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,gaule-heavy-combat-suit
Light Diffusion Jump Suit,2648.02,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,light-diffusion-jump-suit
Light Flak Jacket,2900.82,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,light-flak-jacket
Light P3 Impact Suit,2935.10,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,light-p3-impact-suit
Medium Scale Mail,2725.14,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,medium-scale-mail
Old Combat Suit,4794.71,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,old-combat-suit
Red Valboa Trench,3239.32,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,red-valboa-trench
Reinforced Diffusion Jacket,2973.66,credits,Armor,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,reinforced-diffusion-jacket
VIP Pack - 3 days,290,bonds,VIP,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,vip-3
Civ T02-V011-4.80x3-0.1,2142.41,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v21011
Civ T02-V017-7.20x2-0.075,2142.41,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-017
Civ T02-V022-4.80x3-0.1,2142.41,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v21022
Int T02-V016-10.31-0.075,2090.99,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,standard-intelligence-stim-v22016
Int T02-V016-11.25-0.05,2103.84,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,strong-intelligence-stim-v23016
Soc T02-V008-15.00-0.05,2146.69,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,strong-social-stim-v3-3-008
Soc T02-V008-8.25-0.1,2069.57,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,minor-social-stim-v11008
Sta T02-V004-9.75-0.05,2086.71,credits,Medical,Supplies & Requisitions,Spirit of Botswana,1606.8,Alpha Centauri,strong-stamina-stim-v13004
Carbon Mace,974.95,credits,Weapon,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,carbon-mace
Student's Scalpel,1756.88,credits,Weapon,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,students-scalpel
Hippocratic Vest,1302,bonds,Armor,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,hippocratic-vest
Musty Leather Robes,489.95,credits,Armor,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,musty-leather-robes
Reinforced Vest,475.10,credits,Armor,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,reinforced-vest
Ribbed Trench,509.74,credits,Armor,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,ribbed-trench
Worn Overalls,450.36,credits,Armor,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,worn-overalls
VIP Pack - 3 days,290,bonds,VIP,Moemedi Medical Supplies,Spirit of Botswana,1606.8,Alpha Centauri,vip-3
Breakfast Knife,4914.68,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,breakfast-knife
DisturbanceC11,3059.36,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,disturbancec11
Heated Prod,4927.54,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,heated-prod
Jack-Said-No,3012.23,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,jack-said-no
Sharpened Ice Club,4966.10,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,sharpened-ice-club
Simple Manriki,2665.16,credits,Weapon,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,simple-manriki
Anti-Energy Flak Jacket,3239.32,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,2922.24,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,4850.41,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kataginu
Anti-Energy Plate Armor,2879.40,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-plate-armor
Anti-Energy Saree,2977.95,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-saree
Composite Dō,2875.11,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,composite-do
Gaule Heavy Combat Suit,1302,bonds,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,gaule-heavy-combat-suit
Medium Liquid Armor Suit,4910.40,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,medium-liquid-armor-suit
Reinforced Diffusion Gear,2887.97,credits,Armor,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,reinforced-diffusion-gear
VIP Pack - 3 days,290,bonds,VIP,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,vip-3
Agi T02-V002-8.25-0.1,2069.57,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,minor-agility-stim-v11002
Civ T02-V003-7.88x2-0.05,2155.26,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,strong-multi-stim-v23003
Civ T02-V006-7.20x2-0.1,2142.41,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v2-1-006
Civ T02-V012-7.20x2-0.075,2142.41,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-012
Civ T02-V013-4.80x3-0.1,2142.41,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v21013
Civ T02-V017-7.20x2-0.1,2142.41,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v2-1-017
Civ T02-V028-4.80x3-0.075,2142.41,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-028
Sta T02-V004-8.25-0.1,2069.57,credits,Medical,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,minor-stamina-stim-v11004
"""Brain Booster"" Bites, tier 2",218.53,credits,Food,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,brain-booster-bites-tier-2
"""Brain Booster"" Bites, tier 3",424.20,credits,Food,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,brain-booster-bites-tier-3
"""Chatterbox"" Shake, tier 2",184.25,credits,Food,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,chatterbox-shake-tier-2
"""Chatterbox"" Shake, tier 3",381.35,credits,Food,The Buy More,Spirit of Botswana,1606.8,Alpha Centauri,chatterbox-shake-tier-3
Juliette a Menti,3020.80,credits,Weapon,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,juliette-a-menti
Knuckle Irons,3170.76,credits,Weapon,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,knuckle-irons
Knuckles-the-Clown,8008.32,credits,Weapon,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,knuckles-the-clown
Rhenium Blackjack,3243.61,credits,Weapon,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,rhenium-blackjack
Anti-Energy Flak Jacket,3239.32,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,2922.24,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,4850.41,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-kataginu
Anti-Energy Plate Armor,2879.40,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-plate-armor
Anti-Energy Saree,2977.95,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,anti-energy-saree
Cloak of Many Ripped Pockets,2853.69,credits,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,cloak-of-many-ripped-pockets
Gaule Heavy Combat Suit,1302,bonds,Armor,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,gaule-heavy-combat-suit
VIP Pack - 3 days,290,bonds,VIP,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,vip-3
Civ T02-V005-7.20x2-0.075,2142.41,credits,Medical,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-005
Civ T02-V014-5.25x3-0.05,2155.26,credits,Medical,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,strong-multi-stim-v2-3-014
Civ T02-V019-4.80x3-0.075,2142.41,credits,Medical,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,standard-multi-stim-v2-2-019
Civ T02-V019-4.80x3-0.1,2142.41,credits,Medical,Nayna's Friendly Goods,Spirit of Botswana,1606.8,Alpha Centauri,minor-multi-stim-v21019
